,HMV23/000059/0923/1,HMV23/000059/0923/2,HMV23/000059/0923/3,HMV23/000059/0923/4,HMV23/000059/0923/5,HMV23/000059/0923/6,HMV23/000059/0923/7,HMV23/000059/0923/8,HMV23/000059/0923/9,HMV23/000059/0923/10,HMV23/000059/0923/11,HMV23/000059/0923/12,HMV23/000059/0923/13,HMV23/000059/0923/14,HMV23/000059/0923/15,HMV23/000059/0923/16,HMV23/000059/0923/17,HMV23/000059/0923/18,HMV23/000059/0923/19,HMV23/000059/0923/20,HMV23/000059/0923/21,HMV23/000055/0923/1,HMV23/000055/0923/2,HMV23/000055/0923/3,HMV23/000055/0923/4,HMV23/000055/0923/5,HMV23/000055/0923/6,HMV23/000055/0923/7,HMV23/000055/0923/8,HMV23/000055/0923/9,HMV23/000055/0923/10,HMV23/000055/0923/11,HMV23/000055/0923/12,HMV23/000055/0923/13,HMV23/000055/0923/14,HMV23/000055/0923/15,HMV23/000055/0923/16,HMV23/000055/0923/17,HMV23/000055/0923/18,HMV23/000055/0923/19,HMV23/000055/0923/20,HMV23/000055/0923/21,HMV23/000055/0923/22,HMV23/000055/0923/23,HMV23/000055/0923/24,HMV23/000055/0923/25,HMV23/000055/0923/26,HMV23/000043/0823/1,HMV23/000043/0823/2,HMV23/000043/0823/3,HMV23/000043/0823/4,HMV23/000043/0823/5,HMV23/000043/0823/6,HMV23/000043/0823/7,HMV23/000043/0823/8,HMV23/000043/0823/9,HMV23/000043/0823/10,HMV23/000043/0823/11,HMV23/000043/0823/12,HMV23/000043/0823/13,HMV23/000043/0823/14,HMV23/000043/0823/15
HMV23/000059/0923/1,0.9999999999999998,0.9378055536156285,0.9237011151752167,0.8839608939440867,0.8200865150878789,0.8859129180925903,0.8666206411264816,0.9053040958894855,0.9040502492598078,0.8920292980131789,0.9159904752552375,0.902107035711951,0.9375590090646575,0.9283548591580968,0.8659122268010918,0.7811955961706533,0.7198714946180874,0.9186568306800499,0.8954112697950193,0.8359030799043773,0.8900140413218258,0.8782096043104107,0.9962187666822491,0.927853632057266,0.9100435649604925,0.895873259958661,0.8206559305922875,0.8482379503409057,0.8917631693940609,0.9109623716867555,0.8075073448482821,0.883940113653086,0.8800077405458824,0.8745134709543316,0.8939960854139596,0.8953553660937249,0.821911378128442,0.933536044094776,0.8218616254850518,0.8792848636257575,0.9053608417087311,0.8779735964627738,0.856347066202611,0.8611750669138463,0.8591436987494293,0.8701742648554548,0.8637302933367936,0.9053852670865356,0.8559011829607057,0.9218679791476625,0.8895615920046256,0.8501669256375662,0.8810106582704275,0.9061464157235892,0.7948910126363907,0.8633834996992779,0.8589274479516841,0.8963444632530757,0.7717117111930554,0.8336776281375787,0.9154068383571433,0.8513185888086652
HMV23/000059/0923/2,0.9378055536156285,0.9999999999999998,0.9680321439430117,0.905599451622726,0.9166047049360636,0.9219151111055544,0.9482110782371391,0.9310153716841444,0.9650481577038498,0.9012985341145701,0.9375315234842941,0.9426111037155431,0.9562147093428365,0.9664399974729377,0.9316286218081026,0.7034039077987583,0.6775461366454806,0.9189903791963723,0.9481422847652154,0.9265049782758725,0.8752179505577393,0.9570933765756663,0.9356252703595108,0.9699148469587593,0.9521042425210193,0.933885341944959,0.9191350194146352,0.9262261368649697,0.9122790549855001,0.9103102618558218,0.9076169859536334,0.9585584298936581,0.89834117984476,0.9451759820697436,0.9316653647103375,0.9316617946794641,0.7551224967279316,0.9423480941639396,0.9028191066987249,0.8829080239449717,0.9614691297959349,0.9508782078406057,0.9312907736736515,0.8452135115833803,0.9330417505081716,0.8532364120064425,0.8303847928391571,0.9571403475210573,0.9488211197683295,0.9360518645667925,0.879722754885527,0.8399603849150683,0.8956721962624312,0.9656968281908959,0.7316765784761156,0.929756484968168,0.9393395747357358,0.9140784808467196,0.8484839702708218,0.8906282395729567,0.9659383809816059,0.8800743300417604
HMV23/000059/0923/3,0.9237011151752167,0.9680321439430117,1.0000000000000004,0.8951389640764305,0.910896653197444,0.9506881781066034,0.9485346543800273,0.96407161237555,0.977166556746444,0.9355054638132403,0.9352098182060146,0.9360377371822505,0.9696264893116504,0.9741040818873926,0.9455812010386282,0.729836295750121,0.7128004047389386,0.9415766886200954,0.9629456820080322,0.9290264436318989,0.8974249713082391,0.9443770951633894,0.920591625268029,0.9991929224341528,0.9666052983784744,0.9111613588517172,0.9151448324309388,0.9466850043438699,0.947430833956677,0.9364491438075808,0.9023183520858612,0.9654989845718601,0.9416899861411012,0.9588634913013703,0.9162935464930124,0.9233190936120773,0.779166925337996,0.9543813567227771,0.9306204227025824,0.9261443364845499,0.9771525844900292,0.9581885255779109,0.9546083550272533,0.8818568421584463,0.9558290630202053,0.8895062346842966,0.8592183136422054,0.9690017259141417,0.9588151153019875,0.9633528009619593,0.9163004608263972,0.859284692817906,0.9366817868389433,0.9772602285076695,0.7510905419602618,0.9302943628909432,0.9447236438373168,0.9211433617794269,0.85807593808398,0.8973550420683185,0.9645485487779656,0.9188644013462746
HMV23/000059/0923/4,0.8839608939440867,0.905599451622726,0.8951389640764305,1.0000000000000002,0.823056260469111,0.8367236902155537,0.8127797740271266,0.8727594278886928,0.8853386831715868,0.9044562286882601,0.9515295773325932,0.9458310694064411,0.9358625150634761,0.9064059406618162,0.7987822697135363,0.7686558070196403,0.7501412767214404,0.8357204897072875,0.8938256072451056,0.7914379718898895,0.8587597658548671,0.8846867311422209,0.8950084923070606,0.8983437364364332,0.9213415447912716,0.9883347226917972,0.8249201891341025,0.82725023518386,0.916725130311995,0.8762091742464271,0.7686866030454239,0.8551111100245642,0.9032057219437952,0.8652152745745083,0.940456156449663,0.946566123376055,0.8378880132427367,0.9131904505044478,0.8130712806382147,0.8708372886786201,0.8660260245603193,0.8232483944403047,0.8342794703588429,0.8587093144209442,0.8353108104053238,0.8730778108420607,0.8332275341236945,0.9085447736607323,0.8333742898830405,0.9057683558989129,0.8853437605501076,0.8928328257936355,0.9035704905569124,0.9099006609133297,0.8170757245140077,0.8507689813183494,0.8419997733924728,0.9252795922689696,0.8364637196651374,0.8796938724280355,0.8674425800922408,0.8049101892713403
HMV23/000059/0923/5,0.8200865150878789,0.9166047049360636,0.910896653197444,0.823056260469111,1.0000000000000002,0.8488969147356167,0.9580115339296446,0.8587518162257398,0.9532980018823903,0.807772032243666,0.849537646342763,0.8858832796522766,0.8798989123834533,0.9117849595929963,0.9150678632706847,0.5004807165706249,0.45855668002846306,0.8417345643732702,0.9226501052073017,0.9572746176219264,0.7275757976720022,0.9678277493806781,0.8193598263513857,0.9079911033614919,0.9178718159393331,0.8738525014208693,0.9972328307158286,0.9476447043898114,0.8379592454663356,0.7992090075266466,0.9684383005554211,0.9475722860416946,0.8265590458493526,0.9439643775949783,0.8586221031160493,0.870275819022409,0.5516525549111527,0.8478196586502298,0.9495177803469719,0.8017820235459596,0.9356422256674375,0.941027688418019,0.9501606066902694,0.7081077109024227,0.9501673700556331,0.7176692593604896,0.6668605954785557,0.9118178840141392,0.9643608042374928,0.8589841722512852,0.7699296118525889,0.7510459541563125,0.8168761484875334,0.9335584552161728,0.5453831406738062,0.9436022808883655,0.9680540322728333,0.8762439843770296,0.9137985661185437,0.9147414763727882,0.9358783777745723,0.788142919071883
HMV23/000059/0923/6,0.8859129180925903,0.9219151111055544,0.9506881781066034,0.8367236902155537,0.8488969147356167,0.9999999999999999,0.912695007621221,0.9631151062899247,0.9403379762256033,0.944597380106577,0.8905268520540259,0.887468811294873,0.927984955965766,0.938432281074502,0.91857876533691,0.746533664452915,0.7419448920922416,0.9480462342346376,0.9437520099653983,0.8938865815795324,0.927540424529385,0.9012759876079528,0.878807750704858,0.9530039585157459,0.9261165788982824,0.8531681514791559,0.8506177133220644,0.9217149817443797,0.953708473235942,0.9014137669167043,0.8523832688645188,0.9213484056248004,0.9499934120785842,0.9317409454627426,0.8747844646840336,0.873469923324796,0.7658048544942405,0.9271518287329377,0.8777836194515599,0.936819717181231,0.9445900718275715,0.9258152624861542,0.9137285752763419,0.8932518223443976,0.9132902075863185,0.8919654880709664,0.8975962346693578,0.93831364618025,0.914339583080005,0.9194724297821529,0.8947061966874879,0.849318467954864,0.9458885533878882,0.9363397124385971,0.7653699502508823,0.8862467764601905,0.9062288854825611,0.868546097372792,0.7943477248234798,0.8536133252882326,0.9379301165072533,0.9037599862372033
HMV23/000059/0923/7,0.8666206411264816,0.9482110782371391,0.9485346543800273,0.8127797740271266,0.9580115339296446,0.912695007621221,0.9999999999999999,0.9075375745955093,0.9677293712184941,0.8575196266095158,0.8510824404066439,0.8738692599325594,0.9057872804971948,0.9434116384320099,0.9565769782230892,0.5701556484170651,0.5538609205584383,0.9046489393070454,0.9302178034511385,0.9711212788643496,0.7899672444080038,0.9493426756915495,0.8624162832441101,0.9482306027875569,0.924194053484941,0.8554549910469963,0.9618830155780462,0.9519832465936725,0.8756317113523077,0.8590157939547178,0.9674128183040666,0.983282462938805,0.8668206324692459,0.9426794709019503,0.8484748927559587,0.854647921850149,0.6099433632440013,0.8894756803240784,0.9333785581621215,0.8415783823261016,0.9625356805834039,0.9771550256851347,0.9530200110152851,0.7616316469955446,0.9528247920709819,0.7666690530832238,0.7334539361752219,0.9391559564425686,0.975567680969189,0.8858841670956468,0.7961417462602792,0.742725474929718,0.8572829878269042,0.9525646245610688,0.5817133343998019,0.9224316296738522,0.9586574043848434,0.8557418258960493,0.8414092076279001,0.8623150855335288,0.9628305229067554,0.8462760519283176
HMV23/000059/0923/8,0.9053040958894855,0.9310153716841444,0.96407161237555,0.8727594278886928,0.8587518162257398,0.9631151062899247,0.9075375745955093,0.9999999999999999,0.9459694757985637,0.9497041806856205,0.9157567155539611,0.9100928916237156,0.9467532454322942,0.9481245407253795,0.913655928782466,0.7706561198700358,0.7664414530712848,0.9495435106100261,0.9458845628813649,0.8774019922305651,0.9401844710750461,0.899094486170024,0.9044199193416589,0.9664469230576408,0.9368776954304028,0.8831499106802015,0.8621037487104457,0.9257595905115513,0.9622527685200424,0.9258940673365796,0.8456589101064966,0.9275257039581103,0.9621149560077048,0.9375008905909055,0.8891297397019198,0.8975693600429913,0.7843189891139584,0.9390904586166171,0.8781619511959469,0.9770656464373091,0.9537009787205586,0.9174407433370593,0.9226174119884554,0.9076331132150135,0.923636302903736,0.9131842206468931,0.9146829105768299,0.9520088004309817,0.9152727082851775,0.9478275581926903,0.9195513555643482,0.8807134935399731,0.961249822575156,0.9528531907149163,0.7841007486242865,0.8955105038853779,0.91160025853435,0.8913860751160326,0.8136611864675126,0.8733962662575806,0.9346960645118771,0.9162390137386339
HMV23/000059/0923/9,0.9040502492598078,0.9650481577038498,0.977166556746444,0.8853386831715868,0.9532980018823903,0.9403379762256033,0.9677293712184941,0.9459694757985637,1.0000000000000002,0.9085705591151787,0.9249475620943961,0.934946397877952,0.9558882702718294,0.9713200653972888,0.9683949779675306,0.6908154352582754,0.6459782401777425,0.9317028394706524,0.9720487022710325,0.9597213334704059,0.8663764170867411,0.9721976541771832,0.9014196572363282,0.9767718838337921,0.9617508858491708,0.9124475571937607,0.955661439561539,0.9727648431538936,0.9262403837415512,0.9060851148620404,0.9420104752608134,0.974259492169971,0.9166451813330134,0.9735553371421515,0.9168519694897843,0.9224384462820517,0.7275494149817746,0.9423732225339866,0.9525843258158688,0.9040765986514201,0.9891773480128075,0.9799569297207896,0.9726165881974184,0.855808442062736,0.9722209869207633,0.8636829577262822,0.821905620838326,0.9723227968323718,0.9781690902099824,0.951643581464125,0.896554704063627,0.847536548909165,0.9114237610469623,0.9798369603815796,0.7078863901781387,0.9593459733448728,0.9751234867126558,0.9175759860243939,0.8836504105775016,0.9183608953790036,0.9780261553233071,0.9029867213909201
HMV23/000059/0923/10,0.8920292980131789,0.9012985341145701,0.9355054638132403,0.9044562286882601,0.807772032243666,0.944597380106577,0.8575196266095158,0.9497041806856205,0.9085705591151787,1.0000000000000002,0.9177676136431828,0.9189246323876316,0.9514157092717587,0.936593698790581,0.8525801308246536,0.8039802360407587,0.836913431170704,0.9358010922794515,0.9271210891033843,0.8288428516589542,0.9462140800746565,0.8692402413136192,0.8959307286386113,0.9388716034716452,0.9291951766442142,0.8969647812699678,0.8115296249012731,0.8751703280504713,0.9864466345200931,0.9370952786196712,0.779645756770701,0.892108064759381,0.9889010730821042,0.889344064722252,0.8989108656498536,0.9114859260448828,0.8530862134567725,0.9441451322639153,0.8401817305393463,0.9539608699235083,0.9060702405302347,0.8642830143204269,0.8652269425421402,0.9236239521799716,0.8648191530894807,0.9244482436380896,0.9286454823843155,0.9342365690451955,0.8666299567628151,0.9279407583939538,0.9235344230867027,0.8963029794937577,0.9885301710640331,0.9354850928217994,0.8426379161781322,0.8560561671190584,0.8682582623629358,0.8982241470347275,0.8066340819856325,0.8673741892104005,0.9099527682225158,0.8823050265587038
