,HMV23/000059/0923/1,HMV23/000059/0923/2,HMV23/000059/0923/3,HMV23/000059/0923/4,HMV23/000059/0923/5,HMV23/000059/0923/6,HMV23/000059/0923/7,HMV23/000059/0923/8,HMV23/000059/0923/9,HMV23/000059/0923/10,HMV23/000059/0923/11,HMV23/000059/0923/12,HMV23/000059/0923/13,HMV23/000059/0923/14,HMV23/000059/0923/15,HMV23/000059/0923/16,HMV23/000059/0923/17,HMV23/000059/0923/18,HMV23/000059/0923/19,HMV23/000059/0923/20,HMV23/000059/0923/21,HMV23/000055/0923/1,HMV23/000055/0923/2,HMV23/000055/0923/3,HMV23/000055/0923/4,HMV23/000055/0923/5,HMV23/000055/0923/6,HMV23/000055/0923/7,HMV23/000055/0923/8,HMV23/000055/0923/9,HMV23/000055/0923/10,HMV23/000055/0923/11,HMV23/000055/0923/12,HMV23/000055/0923/13,HMV23/000055/0923/14,HMV23/000055/0923/15,HMV23/000055/0923/16,HMV23/000055/0923/17,HMV23/000055/0923/18,HMV23/000055/0923/19,HMV23/000055/0923/20,HMV23/000055/0923/21,HMV23/000055/0923/22,HMV23/000055/0923/23,HMV23/000055/0923/24,HMV23/000055/0923/25,HMV23/000055/0923/26,HMV23/000043/0823/1,HMV23/000043/0823/2,HMV23/000043/0823/3,HMV23/000043/0823/4,HMV23/000043/0823/5,HMV23/000043/0823/6,HMV23/000043/0823/7,HMV23/000043/0823/8,HMV23/000043/0823/9,HMV23/000043/0823/10,HMV23/000043/0823/11,HMV23/000043/0823/12,HMV23/000043/0823/13,HMV23/000043/0823/14,HMV23/000043/0823/15
HMV23/000059/0923/1,1.0000000000000002,0.9707753310074372,0.9117501117994612,0.9059909200828649,0.8581884085451058,0.910405215159052,0.9233403327318542,0.929681999110788,0.9317409030953706,0.9054834575716502,0.9407394635862664,0.9142076228242507,0.9407394635862664,0.9475771993803642,0.9265979837494657,0.5848070651806884,0.5766557854974361,0.9240221592390433,0.9152991256189553,0.8999505659194135,0.8774828557510173,0.9137934896788922,1.0000000000000002,0.9208988237994523,0.9193580174935939,0.9059909200828649,0.8581884085451058,0.8566307104581941,0.8939777672280419,0.9068505508062581,0.8942127707489729,0.9341207627958892,0.887782165773264,0.852427241330561,0.9036882895968843,0.9010714860804425,0.6527576359630148,0.9357615200994185,0.8599906928733524,0.8911376087466719,0.9391809371529659,0.938069634969409,0.9024366258860081,0.6437394821257074,0.9022614038114845,0.6711830927091575,0.8281055773144174,0.9358966756930415,0.8984769807783601,0.9008785162870261,0.8749023822918132,0.7213304373351763,0.887782165773264,0.9166072567344683,0.6352329575544107,0.8978066286461945,0.916787950255519,0.8634685692017056,0.7843499932623804,0.8689216404256366,0.9368822926298032,0.8904015430828007
HMV23/000059/0923/2,0.9707753310074372,1.0000000000000002,0.9500106573233961,0.9326931583089555,0.9110233997943147,0.9296767507358636,0.956141077324882,0.9503969772014229,0.9631655230485743,0.9198321515985077,0.9501345722645114,0.9458344657551739,0.9501345722645114,0.965380754016759,0.9419565861306677,0.5497200053547965,0.5599583595502131,0.9296482101250881,0.9405235835929393,0.933879029329705,0.877918075877226,0.954244388635717,0.9707753310074372,0.954512132747049,0.9395029748956354,0.9326931583089555,0.9110233997943147,0.8992882355506414,0.9170777950460749,0.922475394522516,0.9307201884659101,0.9632553417461162,0.9115588723203067,0.8978233599582972,0.9347598107272154,0.9343336883316591,0.620614748070868,0.9430680900077163,0.902165718631796,0.9323738527500387,0.9670018163220543,0.9608292298327753,0.9332291704556178,0.6135505065565703,0.9324001600078157,0.6418117893025798,0.8222896371654173,0.9672049786885503,0.943163567096962,0.9269574983600563,0.8865715597475119,0.6858479683242626,0.9115588723203067,0.9569909811165013,0.594110271993158,0.925991869440063,0.9463553778420918,0.8998291536325388,0.8453547074854778,0.91169757630325,0.950253328352112,0.9123904383123485
HMV23/000059/0923/3,0.9117501117994612,0.9500106573233961,1.0,0.9117331959216689,0.9427585845155766,0.9557121550032553,0.959212182820313,0.9699514654347465,0.9801667271479464,0.9463116309643237,0.9479491994371702,0.9421381135115781,0.9479491994371702,0.9663127062223871,0.9506762514742868,0.5002445373450657,0.5385364259234897,0.93961783829476,0.9592627768206616,0.9473311044677815,0.8552648792988827,0.9583229473775988,0.9117501117994612,0.9987648285367581,0.9486631019321474,0.9117331959216689,0.9427585845155766,0.938412959915569,0.9478916516429622,0.9185886743087613,0.9452653052038041,0.9676369955396308,0.9483003203802621,0.937796058847388,0.9160939576249275,0.9284292709033064,0.6025487381588672,0.943581137174233,0.9561915775026167,0.9692202821966629,0.9776336217768201,0.9703892864747999,0.9688782681595518,0.6082508180260063,0.9687005469594434,0.6307726533442531,0.8027031734375816,0.9734781796573423,0.9720150362862334,0.9508487752918073,0.9137153828250396,0.6672283078438137,0.9483003203802621,0.977122765118886,0.5441260477114481,0.9350874835662325,0.9619734768009262,0.9116668675286099,0.9075710289698571,0.936472580164417,0.9420326013476319,0.9348765351117698
HMV23/000059/0923/4,0.9059909200828649,0.9326931583089555,0.9117331959216689,1.0,0.8714345863905422,0.8930350145536418,0.8799991165805332,0.9164876456349449,0.9291429148002786,0.9177483716489718,0.9341221555777299,0.9515000190656835,0.9341221555777299,0.9253478694459675,0.8776000108397332,0.6151853429450544,0.6284923868234789,0.8941854810326575,0.9111433363463127,0.8599911344485527,0.8663551431887173,0.9225710355254058,0.9059909200828649,0.9183984193671283,0.9467051574454476,1.0,0.8714345863905422,0.8371222281853569,0.9246484400843458,0.889543896833165,0.8741914757361184,0.9146225799329709,0.9193059593599207,0.8363132054224147,0.9480065467807501,0.9525261830508718,0.6855797782164506,0.9163482997816582,0.8708889051770565,0.9220712376247369,0.9249558844264231,0.8991761180519566,0.8986433302923457,0.6820538684914053,0.8994746342970668,0.7162044718155881,0.8237407544276786,0.9222259862685559,0.8894820608525428,0.9094474411760487,0.8846134432446394,0.7250575259227401,0.9193059593599207,0.918611944373066,0.6309267364953688,0.9036773439635891,0.9199826075114362,0.9321868744447159,0.8674468716594749,0.9285480905188329,0.9179131595527014,0.8686694319642226
HMV23/000059/0923/5,0.8581884085451058,0.9110233997943147,0.9427585845155766,0.8714345863905422,1.0000000000000002,0.8694682169070964,0.9660199400175485,0.9036034741656599,0.9445667948740721,0.8547332905515336,0.8651292752478346,0.8791224644228005,0.8651292752478346,0.9140753707113743,0.8983354090496518,0.31202881396684656,0.3203638946706999,0.8738298475433274,0.9118004696706862,0.9646688513118863,0.7172561591659805,0.9701612494793462,0.8581884085451058,0.9367769254707257,0.8823000013405746,0.8714345863905422,1.0000000000000002,0.9629202344807118,0.8572978572089897,0.8380189624700258,0.9742256946712475,0.9450123195666792,0.8559129937245524,0.9630776599050623,0.8470174971479633,0.8613941089332567,0.3948228429005764,0.8634518883743268,0.9505643815385528,0.9393783075884342,0.9382160314724622,0.9300885131698228,0.9362452104039436,0.39564563196743296,0.9346104324716493,0.4230691488574536,0.6417828535048873,0.9523418750165397,0.9687663075721985,0.8834987252864802,0.8103473098779891,0.4802831271216127,0.8559129937245524,0.9437561382023932,0.3737814140835812,0.9237896935331205,0.9349229794727203,0.8757499812229559,0.9192115264475574,0.9155442646341261,0.8560262263411291,0.8419677994739984
HMV23/000059/0923/6,0.910405215159052,0.9296767507358636,0.9557121550032553,0.8930350145536418,0.8694682169070964,1.0,0.9166764553610814,0.9744816452190344,0.9587301660783958,0.9744898920186845,0.9496360023680182,0.9401687413937996,0.9496360023680182,0.9585752431582577,0.9337064587208865,0.6065489462560815,0.6357027121608115,0.948547379028575,0.9651967963270378,0.9059975901850105,0.9234071502911824,0.9149434075647553,0.910405215159052,0.9600826671031407,0.942641588772364,0.8930350145536418,0.8694682169070964,0.8744448024751222,0.9776637299750637,0.9234722779045904,0.8868903382166898,0.9378679481185286,0.975813697182405,0.873473099732028,0.9253870187759387,0.9272844521038104,0.6876744867739536,0.9540118348161445,0.9097565994548544,0.9409504027599391,0.9545499674937724,0.9493884758620063,0.9362511938477972,0.7108526883069777,0.9358548820342985,0.725581289551305,0.8883028890821357,0.9429663083307344,0.9225019400000373,0.9225186984077158,0.9076036622722571,0.7527260918962662,0.975813697182405,0.953765259537016,0.6558016013152627,0.8996739837314179,0.9531584759699843,0.8900469554987546,0.8516888565086607,0.9119941243904645,0.9534095442015735,0.9368476447173048
HMV23/000059/0923/7,0.9233403327318542,0.956141077324882,0.959212182820313,0.8799991165805332,0.9660199400175485,0.9166764553610814,1.0000000000000004,0.9399471853943933,0.9675671851391847,0.893544496631827,0.9055868246183333,0.900054216133377,0.9055868246183333,0.9484367184021186,0.9439210872889017,0.40244515078566856,0.41994722679431623,0.9113602899496196,0.9316668160636586,0.9735156549431501,0.7894892194743633,0.9590039534157128,0.9233403327318542,0.9584595846381874,0.9045422837433671,0.8799991165805332,0.9660199400175485,0.9550028001460023,0.8922690599227177,0.8901341968927459,0.971988356144344,0.9813567815345312,0.890304021807001,0.9527911968564351,0.8715064442255372,0.879481070028264,0.48125777149466903,0.9092834531010715,0.933229790454451,0.9412035375980637,0.9639675659717157,0.9704492638318123,0.947321184819303,0.482813046420795,0.9455205767780647,0.5075644368639954,0.7207957906502261,0.9741979166117858,0.9752634966778044,0.903154575688296,0.8373091160158131,0.5661536528640448,0.890304021807001,0.9628546605839214,0.4712195155956228,0.9188342351042025,0.949456120144236,0.8602311905765333,0.8650812084121207,0.8941084616191892,0.9081271712665778,0.8876922331122714
HMV23/000059/0923/8,0.929681999110788,0.9503969772014229,0.9699514654347465,0.9164876456349449,0.9036034741656599,0.9744816452190344,0.9399471853943933,1.0,0.9722513846729317,0.9653668525544933,0.9644190847994336,0.9497030455034516,0.9644190847994336,0.9734442034102125,0.9432800868132307,0.5836064603097412,0.6131957440010838,0.9566195607963351,0.9656828873315912,0.9231678257950587,0.916027629374598,0.9335960480884338,0.929681999110788,0.9737902302204774,0.9460476030891595,0.9164876456349449,0.9036034741656599,0.9039550323690826,0.9683621979699271,0.9412628277624101,0.9135749878463012,0.9623995605830264,0.9685086900196831,0.9022618362913626,0.9268818250574231,0.9356847427852983,0.662599188878411,0.9588162089404731,0.91891173843656,0.9682258949213433,0.974573910314167,0.9578924000261119,0.9536049602312785,0.6723421581554202,0.9543459679463051,0.6967750770362752,0.8748443002941643,0.9621237909672077,0.944772205320924,0.9455210084708586,0.9161719217399874,0.7391350873621626,0.9685086900196831,0.9708619243381176,0.6263913285380804,0.919213253110784,0.971640138191916,0.8992337284199792,0.8671350717578816,0.9241460084702701,0.9585603826804641,0.9426496800625542
HMV23/000059/0923/9,0.9317409030953706,0.9631655230485743,0.9801667271479464,0.9291429148002786,0.9445667948740721,0.9587301660783958,0.9675671851391847,0.9722513846729317,1.0000000000000002,0.9489885542333438,0.9579797339690918,0.9523534323369017,0.9579797339690918,0.9765407344647938,0.9671490151294719,0.5511358860762879,0.5435329823323596,0.9566973816912575,0.9726789613998138,0.9570789941026239,0.8771903101220219,0.9666463791717244,0.9317409030953706,0.9814612236980448,0.9581726326133828,0.9291429148002786,0.9445667948740721,0.9399815208265743,0.9458197477092348,0.9372675312956941,0.9504509027143672,0.9758863166689665,0.9430680048393174,0.9380365046015547,0.9354100681576292,0.9409107164676588,0.6226970873036044,0.957692760918443,0.9510968071305476,0.9755447901106672,0.99103167824963,0.9845472466446139,0.9680822056108683,0.6269958910305207,0.9676564584901012,0.6528745082513507,0.8246580196133948,0.982140069646625,0.9720351703082415,0.9507358978396462,0.911892184946839,0.6863481310401102,0.9430680048393174,0.9864819673476356,0.5961282718857903,0.9422912483520394,0.9764160791904863,0.9132478997699194,0.894614193796584,0.9372028285036197,0.9592267524569673,0.9354946357281042
HMV23/000059/0923/10,0.9054834575716502,0.9198321515985077,0.9463116309643237,0.9177483716489718,0.8547332905515336,0.9744898920186845,0.893544496631827,0.9653668525544933,0.9489885542333438,0.9999999999999999,0.966506192607191,0.9574199998343289,0.966506192607191,0.96179274214859,0.9063592202462654,0.6479189961085885,0.6842751218302486,0.9535406089269669,0.9562251891951431,0.8814396040126815,0.9240374949259331,0.8993206964124414,0.9054834575716502,0.9513269998814116,0.9466473303457137,0.9177483716489718,0.8547332905515336,0.8399580975546922,0.9900642514137475,0.9407569016593006,0.8628792908624947,0.9333031117407736,0.9909026398967856,0.8394568439615205,0.9431417535845014,0.9497045046055785,0.7393396082707033,0.9591715995318377,0.8898585924851269,0.9468476172152647,0.9431007719448278,0.9252687588128055,0.9156040715036827,0.7535901414821313,0.9155442975681254,0.7697388621552671,0.8941835114797656,0.9331465295854572,0.9016493403524676,0.9277476847118756,0.9148389900718763,0.7773686001576388,0.9909026398967856,0.9498240345767249,0.6681400425156737,0.8829773255539745,0.9503863873938427,0.9043414980630771,0.8547099262654435,0.9161109208868843,0.9586056467981972,0.9243639442900535
